Name	logFC	logCPM	PValue	FDR
c215487_g1_i1	0.488730861000536	10.3527241449512	0.460556374039271	0.902404170538974
c215572_g1_i1	4.89792143107045	6.01046370907009	1.10432849660402e-05	0.000486167473862105
c215599_g1_i1	-0.192824804111282	6.98014692290505	0.436162900851056	0.889435450574046
c215609_g1_i1	-0.250452043531592	3.06990057586746	0.871776073199986	0.987147521509919
c215696_g1_i1	-0.113172368351518	7.12142104863615	0.613557978718943	0.950120039329702
c215706_g1_i2	0.201456133633428	7.19938340644475	0.415183127746916	0.878345083757491
c215851_g1_i1	-0.638319848952626	4.87501195245475	0.30179151737043	0.809180175438859
c215929_g1_i1	-0.0865531880213424	7.17301222917377	0.74152806669071	0.968123614831921
c215989_g1_i1	1.93458346193602	6.30332045182464	5.67900587660276e-05	0.00188805498149346
c216040_g1_i1	0.36988807997363	10.2884901056044	0.215573249903243	0.720847804607885
c216082_g1_i7	-0.00691419133799353	7.93676012465997	0.974679321690327	0.997695586009544
c216092_g1_i1	-0.14012789215784	5.6960607071227	0.67597625815566	0.956869692711838
c217020_g1_i1	1.31144688649459	5.17957404228198	0.259829455620791	0.777729844419518
c217029_g1_i1	-0.541399757040521	6.26275503611176	0.0989510462259846	0.495067106623986
c217049_g1_i1	-3.50850319056074	7.24137160573037	0.0385156508858986	0.301363827045676
c217161_g1_i2	-0.31497754365857	8.15130392448246	0.214537766687516	0.719492739912726
c217188_g1_i1	0.336845567170365	4.46090911017214	0.549529289194423	0.938643127890827
c217280_g1_i1	0.0551559661081857	5.65111727603069	0.882704883678918	0.989334886596751
c217359_g1_i1	-0.582218241056158	6.62452805245843	0.0290227569091604	0.25556250528812
c217431_g1_i2	0.133255871644284	7.63089341462357	0.548058804114278	0.938643127890827
c217475_g1_i1	7.24914922412969	2.65470529091151	0.000165597918745332	0.00463925078424422
c217689_g1_i1	-0.258168015639397	5.28390986570779	0.534780197368243	0.932577867832135
c217980_g1_i1	0.279960369767597	4.41279369948123	0.873114877136431	0.987147521509919
c218091_g1_i1	0.0442936601898736	7.60953053397172	0.843455716168834	0.980378658746855
c218098_g1_i1	-0.755269161959161	4.08949454689002	0.226092117888681	0.736269097753258
c218308_g1_i1	0.151182836731527	5.20397387072041	0.723474216422528	0.967014814095364
c218312_g1_i1	-0.744548156907467	7.39150666172293	0.00941794081271753	0.116091817084765
c218495_g1_i1	-0.0470483955275285	6.16575969061038	0.875629831741465	0.987147521509919
c218547_g1_i1	0.0979263880944622	7.34305997280969	0.692200714923209	0.962797734623631
c218600_g1_i2	0.0921219482923368	7.0950986966107	0.740893482415678	0.968123614831921
c218619_g1_i1	0.616429884739375	4.78780128735069	0.674426102555368	0.956869692711838
c218619_g2_i1	-0.381040533736893	5.83478832783381	0.771240228607817	0.974944164651856
c218819_g1_i4	2.7536282629762	3.78962868133688	0.000738523369246176	0.01511656505243
c218996_g1_i3	-0.026605227820971	5.70208111569038	0.941705220296184	0.996117249615357
c219047_g1_i1	-3.78187321414103	4.74582923741895	0.000220096107830762	0.00586958226027517
c219634_g1_i2	-0.333928293731028	5.32146362657146	0.412662274654681	0.877950735257981
c219968_g1_i1	-0.121511970843063	4.61761919436556	0.828660693565656	0.98033161462985
c220221_g2_i1	-0.249495646087732	6.3767610852602	0.420973657495749	0.883184900956475
c220223_g1_i1	0.144037230310203	9.57382677690907	0.608933073406168	0.948971755052792
c220224_g1_i1	-0.0444522698040128	9.40204351477249	0.858958536359534	0.985875802314513
c220244_g1_i1	4.57319299302269	8.93578125212274	6.39384051276831e-15	1.10833229138518e-12
c220324_g1_i1	-1.03795484612729	5.60073960335282	0.113979554398545	0.535346814774537
c220334_g1_i1	-0.176938335164132	7.68779524430465	0.447354701235237	0.896073441165762
c220373_g1_i1	0.693630090246007	12.6261962203555	0.0910330285052324	0.477311726385534
c220381_g1_i2	0.478106711068678	6.65042835803816	0.0423911790413591	0.317333158086935
c220394_g1_i2	0.000568693048508164	7.91236167398619	0.998819960817574	1
c220650_g1_i1	-0.609326230549163	8.56421798961731	0.0431035460452895	0.320933382433853
c220693_g1_i1	-0.925630094994615	8.67113131263875	0.0157216364246065	0.167290782314967
c220760_g1_i1	-0.572142751785093	6.0133094237672	0.656401526122155	0.955301565192947
c220785_g1_i1	0.424467912544978	8.34046173846128	0.0902932255519335	0.476099355643132
c220893_g1_i1	-0.863946746328121	5.51747469971264	0.110165205101313	0.525811400268696
c220925_g1_i1	0.0027045794263527	2.52994014194389	1	1
c221018_g1_i1	-0.298496521368525	8.48776785496766	0.241846234825259	0.756639066314557
c221146_g1_i1	0.24908259061327	8.61615939898869	0.359153094504081	0.846776965537212
c221188_g4_i1	-0.0469286635991978	5.30922340866718	0.9149989053126	0.9919577712666
c221275_g1_i1	0.101736599844103	7.36295746489509	0.691116541352002	0.9622548832529
c221278_g1_i1	-0.125461965256957	7.40508867846729	0.572240948652221	0.942642852448225
c221495_g1_i1	-0.0373025327598001	4.52633456190993	0.979345474031337	0.997695586009544
c221633_g1_i1	-3.24194431399969	4.03331870947813	0.0275122484057952	0.248435500949554
c221656_g1_i1	0.331953315027964	7.8111474659509	0.148903400508936	0.6103105068678
c221673_g1_i2	-0.160555934283414	6.42705409762478	0.543275387931326	0.935013520587981
c221685_g1_i1	-3.42794516945479	5.55386109060387	0.0457022150635059	0.333566035470088
c221685_g2_i2	-2.38592361388597	3.95219515280933	0.20433404845483	0.707074838913875
c221777_g1_i1	-0.89178613605075	3.22330405485909	0.411131602343919	0.87699743695069
c221783_g1_i2	-0.147065489283189	6.76975674394774	0.609855963952666	0.94944457817722
c221789_g1_i1	0.184806168770263	5.62655921732754	0.590448283576407	0.945350921930615
c221883_g1_i2	-0.24555333997002	5.92814811785217	0.563413731555722	0.94162578154251
c221932_g1_i1	1.34162480782146	7.81703478352261	1.70008496243508e-05	0.000673597949044814
c222015_g1_i1	3.91793012891811	6.65704517123944	2.08058478871438e-29	1.15410038229987e-26
c222026_g1_i1	0.46864883088666	7.86042924952388	0.15151419146496	0.617240679488709
c222053_g1_i1	0.652124681633929	7.59904242143974	0.0046020277885836	0.0682552089392332
c222098_g1_i2	0.159266230325861	7.41778362567786	0.455113662813405	0.900326493447204
c222149_g1_i2	0.128789257280391	3.9598889483555	0.874915511575705	0.987147521509919
c222218_g1_i2	0.0241758086073475	4.97136151175627	0.966596363669986	0.997695586009544
c222238_g3_i1	-5.08660142710325	12.5775354289327	1.9967002778942e-10	2.17170518460375e-08
c222278_g1_i1	0.309680763787375	2.9778425622534	0.887520897914075	0.989334886596751
c222371_g1_i2	0.231708198167819	7.25924428989644	0.319993085221821	0.82626537859973
c222516_g1_i2	-1.7400471900957	5.09240558921492	0.339475330093047	0.83760674146547
c222709_g1_i1	-0.335747450443779	8.32052701830004	0.185857291886051	0.673106670296273
c222710_g1_i1	-0.183105607685466	6.98798765588064	0.439682659970394	0.89141802443559
c222724_g1_i1	-0.768359666607989	3.05712621805491	0.581885708059012	0.942642852448225
c222799_g1_i2	-4.29111276882331	7.30702610782228	6.00216205793981e-06	0.000282152482503323
c222945_g1_i1	-0.0715713514861907	9.7822180155788	0.819495989020867	0.980231058865862
c223097_g1_i2	1.95945072755431	4.76605957035585	0.00359892009206311	0.0563932478832601
c223108_g2_i2	-0.0221601955589101	10.0796067630771	0.95383482562165	0.997695586009544
c223132_g1_i1	0.1659965483985	4.87889887090004	0.786120172689812	0.976783458128314
c223168_g1_i1	-0.339818807062058	7.26416767742911	0.147721449178162	0.608774798359037
c223249_g1_i3	-1.53464854797566	5.31671743516734	0.339368058852519	0.83760674146547
c223447_g1_i1	-0.132823744386109	5.41097410502052	0.733149111394337	0.968123614831921
c223482_g1_i1	0.000813669577223766	4.68005096006161	1	1
c223485_g1_i1	-0.0852491045923852	6.12029702601278	0.781822166820536	0.976783458128314
c223502_g1_i1	-0.201982961195394	6.47813194539537	0.503184586621787	0.916518015552664
c223530_g1_i1	-0.921768421485775	5.12756631824724	0.0733429945044402	0.420282634830712
c223547_g1_i1	0.369878176346613	6.81191862211279	0.160858434608572	0.635075969233986
c223560_g1_i1	0.308304225660323	6.91688790476102	0.229086520330227	0.739664102602894
c223571_g1_i1	-0.63837492193068	9.48056272695906	0.120476037001914	0.549482795940938
c223631_g1_i2	-0.665485918586274	3.48398098770829	0.664093842921609	0.955706972670155
c223651_g1_i3	10.5858573213873	2.90201274161914	1.67922762057455e-05	0.000673597949044814
c223665_g1_i2	0.287842713558964	8.12539775022232	0.23377423705989	0.746619730840107
c223716_g1_i2	0.257745324742391	7.20202558353937	0.237819065498782	0.748670339133181
c223806_g1_i3	0.485571591919205	7.32112345906403	0.046710871565217	0.334761246217389
c223818_g1_i2	-0.420964281197254	5.88084538784528	0.206659927326186	0.710212300066008
c223896_g1_i1	-0.23474156007169	6.63723376908103	0.38539945855953	0.864810192811372
c223898_g2_i1	0.0156197457013933	11.7115788191539	0.954994038501118	0.997695586009544
c223912_g1_i1	0.112636031526629	4.95489913341846	0.828386030272182	0.98033161462985
c223952_g1_i1	-0.159943108412823	5.86771536797481	0.634223749916489	0.954157513682824
c223966_g1_i1	-0.0123072095942475	8.68805649668098	0.964074219652746	0.997695586009544
c224038_g1_i1	0.259656663414261	7.24503870625397	0.257279792215768	0.77437053121006
c224095_g1_i3	-1.92016380367743	4.23862924341463	0.179117773252666	0.662819405091753
c224159_g1_i3	-0.125826699397847	7.69957246940054	0.557204997706755	0.940195411587844
c224176_g1_i1	0.0154019404899505	4.56347792738052	0.983537574137464	0.997910963429296
c224192_g1_i2	-0.400221465660312	7.55632597058613	0.596219122543828	0.945350921930615
c224289_g1_i1	0.0138428997604637	3.94300140643625	0.981637612291834	0.997695586009544
c224373_g1_i1	-0.393587791667995	6.1344407862342	0.18240173511141	0.666124779928279
c224374_g1_i2	-0.584491767164578	8.9266536275836	0.089517333411635	0.474715725080631
c224434_g1_i1	0.262770208449839	7.03310409541903	0.273631535143957	0.787592881443042
c224447_g1_i2	0.136158097069051	7.47301394403771	0.537657115797218	0.932577867832135
c224468_g1_i1	-0.983979442756775	5.39978931445272	0.332252239830351	0.834720001190332
c224505_g1_i1	-0.0751562332467227	5.1244005454359	0.874604690607808	0.987147521509919
c224922_g1_i2	-0.0497837464500466	5.42294727490594	0.896472681998391	0.989368574594717
c225036_g1_i2	-0.433259867734821	6.63658557660759	0.10385856975918	0.505797617606825
c225096_g1_i2	-0.204037142538844	6.80612088187264	0.416862999663457	0.879050222997518
c225385_g1_i2	-0.0430042220730949	3.40044598611781	0.977827165927219	0.997695586009544
c225465_g1_i1	0.296618452770325	3.63683745764769	0.699424131937812	0.96594715033639
c225679_g1_i1	0.0116697729170304	5.6583907656157	0.975238345498516	0.997695586009544
c225762_g1_i1	-0.264531038496292	7.35005387368903	0.255654328296977	0.772980182984611
c225768_g1_i1	0.522551682963851	7.78452707831095	0.0561688019196577	0.371853138715955
c225776_g1_i1	-0.0269709052326397	7.54872599709333	0.910111581060128	0.990462809523353
c225806_g1_i1	-0.769175029778839	2.67132358185307	0.597455882607737	0.945350921930615
c225942_g1_i4	-0.208257343343283	7.01623417212679	0.407800560783214	0.876162048012095
c226082_g1_i1	0.14489569085203	6.87939472528093	0.549614724966541	0.938643127890827
c226114_g1_i1	0.110978072812539	7.4008756559217	0.676146854938076	0.956869692711838
c226241_g1_i1	-0.687651681239922	4.18837736629821	0.642795226107233	0.954157513682824
c226305_g1_i1	0.66452305586475	6.608265766763	0.0177463750795654	0.181957749660534
c226395_g1_i1	-0.658139729484871	2.6460688661313	0.666428915093558	0.955706972670155
c226416_g1_i1	-0.601988699335656	6.84560316039247	0.0210828818811245	0.208532677885204
c226433_g1_i1	0.0979102843724431	8.30413754609116	0.741558583725232	0.968123614831921
c226480_g2_i1	0.506406343492115	3.4622494193004	0.73177192909794	0.968123614831921
c226502_g1_i2	1.55468914991155	5.24077527717761	0.393686457365901	0.87000275700008
c226564_g1_i1	2.08424046830135	8.45259017922518	5.11122991712003e-12	6.59348659308484e-10
c226608_g1_i1	-1.22651877172728	7.99404159553064	0.30735873638839	0.814192412008788
c226652_g1_i3	-1.88688156706124	3.51948943222582	0.281889630645234	0.792291042724817
c226743_g1_i1	-0.171155743357899	5.80854137140724	0.604537701455095	0.948113576139249
c226833_g1_i1	-0.18996639645417	6.4374348994579	0.475779468724691	0.906725943911635
c226837_g1_i1	-2.12322471982715	4.43140502906026	0.0168514908893479	0.175047228395529
c226857_g1_i1	-0.2475859951303	8.39321772424063	0.316385052262759	0.82316504920334
c226899_g1_i1	-1.48998431323485	3.63171910201108	0.363713152621407	0.849820633208386
c226960_g1_i2	1.87723000608281	5.81696032648779	1.93451548856189e-07	1.3247848660559e-05
c226982_g1_i1	0.0359060373554612	3.56720599545452	0.962566526574868	0.997695586009544
c226996_g1_i2	0.0914449115183434	6.05067482888812	0.761909644375	0.972358632325703
c227034_g1_i2	-0.0478421357229806	5.90969030558279	0.880388497760017	0.988966180047553
c227180_g1_i3	-0.16614492535699	8.25143556861868	0.716965105672269	0.966969728586083
c227238_g1_i1	-0.129240906717546	6.11906877316762	0.655553235196275	0.955301565192947
c227238_g2_i1	0.22466447599784	10.4778759572226	0.386979359685095	0.866649088708414
c227281_g1_i1	-0.438787620448039	9.28024155428134	0.0982406243157639	0.49495072032656
c227282_g1_i2	0.834019769217919	6.47558078376495	0.470373694504071	0.906124027086951
c227301_g1_i1	0.165236111447691	6.31845194872963	0.574121407583395	0.942642852448225
c227316_g1_i1	1.1882512089746	9.26170015310451	0.00136305633739908	0.0256041763291465
c227319_g1_i1	0.851716565298431	5.07529213733638	0.171582179197798	0.652512184401248
c227335_g1_i1	-0.0650168289025662	6.69670106545823	0.82542869360414	0.98033161462985
c227336_g1_i1	-0.871274073719361	4.27276121962992	0.625120244236271	0.950532345059922
c227339_g1_i1	-0.345317423123094	6.30883886581369	0.278503714222925	0.788460743987383
c227342_g1_i1	-0.913236364348765	7.87960119653656	0.00047590552780673	0.0106445482368707
c227348_g1_i2	0.128790237345206	8.90529047138923	0.6207335061705	0.950120039329702
c227366_g1_i2	-0.32116024352246	6.07907752229483	0.30383669168235	0.810894134905785
c227368_g1_i2	-0.142377932217454	7.44422682537772	0.559428360241092	0.940344117717709
c227421_g1_i2	0.0570626111676713	7.59745662582822	0.81848972350582	0.980231058865862
c227425_g1_i1	-4.55197978515156	7.79689044004056	1.21245350068997e-07	8.96730609110303e-06
c227492_g1_i2	-0.528887994211798	7.01688422994089	0.044497080876982	0.328225143117845
c227522_g1_i2	-0.475725526659564	4.15044271585289	0.431427421123017	0.887400617926237
c227548_g1_i1	0.206380901031389	6.44527549858055	0.488643545027871	0.91383695129955
c227555_g1_i1	0.00135372156523122	6.13955104643911	0.994251559163561	0.999941278991873
c227582_g1_i1	0.231852269076619	7.19963044822491	0.320285914356616	0.826334940985694
c227662_g1_i1	-0.173092895127192	5.93690710713475	0.585759962113284	0.942777105431953
c227663_g1_i2	-0.690931850315466	5.04219887609444	0.167428159050202	0.647456765137779
c227694_g1_i3	-0.252753639440008	5.70568459132826	0.471564244974535	0.906124027086951
c227735_g1_i1	0.361749704732464	8.06899424501787	0.300699239726563	0.807737860902299
c227743_g1_i1	-0.152974450103709	6.64903898290532	0.58019358291163	0.942642852448225
c227757_g1_i1	-0.666463977501749	4.98702156157549	0.181605649467255	0.665521569517129
c227785_g1_i1	-0.046445482934846	6.29859356545239	0.863469972922712	0.986481488818241
c227858_g1_i1	-0.0891386428039209	5.75331474846151	0.805451285982457	0.977219610867339
c227871_g1_i1	0.0843944125408345	8.09309263429415	0.729405544740129	0.967942493826448
c227899_g1_i1	-0.219787055173559	6.01695251821859	0.4774356987546	0.908208443412814
c227911_g1_i1	-0.313878765553544	6.50309881833063	0.231596198419578	0.743870360528894
c227932_g1_i1	0.126696920338434	6.58520600185151	0.609459357303042	0.949093502234692
c227943_g1_i1	0.183228037116535	7.68298206761053	0.471272619365239	0.906124027086951
c227953_g1_i2	0.202875233503796	6.18731918071325	0.582862727845382	0.942642852448225
c227957_g1_i3	0.0807595403380587	8.29801273735247	0.766794194409779	0.97323912650997
c227971_g1_i1	0.0760675430990343	6.21592212569281	0.811988396964104	0.978690127443074
c227977_g1_i2	-0.868679495539516	9.00941774688407	0.499802195953883	0.916518015552664
c227990_g1_i2	0.255357633864616	4.4813301281593	0.769378868104786	0.97389461448857
c227993_g1_i2	0.319843386563807	5.26772344808643	0.432605740174832	0.887952283594649
c228073_g1_i1	-0.0406386355687495	3.07140647992118	0.978279462841813	0.997695586009544
c228124_g1_i1	-0.0434829161328734	7.2036784984759	0.942379657817382	0.996450621790511
c228153_g1_i1	0.609911242766518	3.9438428439173	0.681998135835251	0.958658403906456
c228169_g1_i1	-0.64710130412483	7.81536240427878	0.247458686085647	0.763140013408527
c228259_g2_i1	-0.104218535569375	6.85427178704884	0.664304120028406	0.955706972670155
c228267_g1_i1	-0.0806415591550276	6.94871881558599	0.742580412215663	0.968123614831921
c228339_g1_i1	-0.144303258821694	6.4419541834771	0.599515172285907	0.945350921930615
c228342_g1_i1	0.0349697091147107	6.01248382931862	0.919901643740791	0.992549001717597
c228362_g1_i1	-0.129851274822157	7.8206605437455	0.585621203237522	0.942777105431953
c228421_g1_i2	0.0259234282501313	7.03699428019476	0.924691750831755	0.992911564004925
c228502_g1_i1	0.262456234042739	6.6186996171815	0.3380376381372	0.837125915917505
